,price
2438,30000.0
2439,14499.0
2440,19350.0
2441,18991.0
2444,15512.0
2445,18500.0
2447,15299.0
2448,23700.0
2449,15959.0
2450,21977.0
2451,15000.0
2454,22995.0
2455,18462.0
2456,22891.0
2457,27339.0
2458,13794.0
2459,20677.0
2460,25900.0
2462,2953.0
2463,21884.0
2464,28999.0
2466,20195.0
2467,12863.0
2468,25999.0
2469,22693.0
2470,23989.0
2471,14642.0
2472,17995.0
2473,12995.0
2474,15777.0
2475,12972.0
2476,18513.0
2479,17995.0
2480,28995.0
2483,13999.0
2484,24675.0
2485,24897.0
2486,16551.0
2487,14795.0
2488,14295.0
2489,17468.0
2490,24555.0
2491,21999.0
2492,16716.0
2493,10919.0
2494,24995.0
2495,28998.0
2496,24788.0
2497,10750.0
2498,15990.0
2499,28895.0
2500,22500.0
2501,15906.0
2503,11490.0
2504,16990.0
2505,28988.0
2506,17695.0
2507,21988.0
2508,19495.0
2509,15141.0
2510,17995.0
2511,9993.0
2512,17997.0
2514,13999.0
2515,25996.0
2516,9913.0
2517,28999.0
2518,16991.0
2520,17390.0
2521,5995.0
2522,23540.0
2523,27634.0
2524,18399.0
2525,21412.0
2526,14981.0
2529,23500.0
2530,15495.0
2532,28990.0
2533,17571.0
2534,14999.0
2536,11785.0
2537,18987.0
2539,12497.0
2540,13493.0
2541,15990.0
2542,11995.0
2543,16900.0
2545,7994.0
2546,14697.0
2547,11495.0
2549,20990.0
2550,17991.0
2551,15995.0
2552,26446.0
2554,8200.0
2555,7588.0
2556,23000.0
2557,26787.0
2558,21400.0
2559,27995.0
2561,12550.0
2562,14998.0
2563,20532.0
2565,25495.0
2566,17679.0
2567,12993.0
2569,16880.0
2570,16599.0
2571,17000.0
2572,13952.0
2573,26258.0
2574,14988.0
2575,19497.0
2576,16988.0
2577,26900.0
2579,25990.0
2583,22807.0
2587,9891.0
2588,26500.0
2589,19299.0
2590,24992.0
2591,21301.0
2592,29929.0
2593,12990.0
2594,19800.0
2595,24149.0
2597,19319.0
2599,14897.0
2600,27999.0
2601,26816.0
2603,24000.0
2605,12495.0
2606,29113.0
2607,9988.0
2608,16550.0
2609,29274.0
2610,17455.0
2611,26058.0
2613,16250.0
2614,6995.0
2615,25000.0
2616,29900.0
2617,19932.0
2618,23250.0
2619,25499.0
2621,12199.0
2622,29859.0
2623,30000.0
2625,19267.0
2626,19499.0
2627,29989.0
2628,22998.0
2629,26000.0
2630,29500.0
2631,19987.0
2632,26712.0
2633,21598.0
2634,12864.0
2635,26990.0
2636,25495.0
2637,19883.0
2638,23995.0
2640,27499.0
2642,16575.0
2643,16989.0
2646,21500.0
2648,10985.0
2649,16495.0
2650,10995.0
2651,22999.0
2652,17975.0
2655,19442.0
2656,6500.0
2657,8995.0
2658,13918.0
2659,25552.0
2661,9299.0
2663,28995.0
2664,22250.0
2665,14725.0
2666,24250.0
2668,25995.0
2669,18915.0
2670,22988.0
2671,22888.0
2672,28800.0
2673,18878.0
2675,28899.0
2676,8998.0
2677,19988.0
2679,26997.0
2680,7595.0
2681,19999.0
2682,12800.0
2683,23995.0
2684,28526.0
2685,12595.0
2686,12979.0
2687,18595.0
2688,20998.0
2689,19850.0
2690,8500.0
2691,16887.0
2692,12998.0
2694,17500.0
2695,14900.0
2696,22899.0
2698,16900.0
2699,29999.0
2700,22880.0
2701,9995.0
2702,25995.0
2703,21499.0
2706,22900.0
2707,18499.0
2708,14699.0
2709,19147.0
2710,23999.0
2711,25863.0
2712,6590.0
2713,12990.0
2714,19977.0
2715,21204.0
2717,15631.0
2719,16488.0
2720,23694.0
2724,18390.0
2727,23988.0
2729,15995.0
2731,27999.0
2732,20998.0
2733,14999.0
2734,15985.0
2735,13745.0
2736,26995.0
2737,7599.0
2738,29039.0
2739,24582.0
2740,8995.0
2743,21010.0
2744,16344.0
2748,28191.0
2749,29990.0
2750,20999.0
2751,18700.0
2752,17869.0
2753,13555.0
2754,25945.0
2755,17500.0
2756,19378.0
2757,22456.0
2758,23777.0
2760,18905.0
2761,16991.0
2762,9333.0
2763,29895.0
2764,8990.0
2765,11250.0
2766,13902.0
2767,27760.0
2768,18995.0
2769,23498.0
2770,18598.0
2771,25290.0
2772,15798.0
2773,11987.0
2774,17599.0
2776,10991.0
2777,25000.0
2778,21977.0
2780,12480.0
2782,22998.0
2783,7900.0
2784,17000.0
2785,12980.0
2786,11080.0
2787,17991.0
2789,18200.0
2791,17888.0
2792,16913.0
2794,19995.0
2795,27500.0
2796,28488.0
2798,12500.0
2799,18997.0
2800,17000.0
2801,19106.0
2802,28129.0
2803,5995.0
2804,24990.0
2809,23288.0
2810,20991.0
2812,17974.0
2814,12500.0
2815,28498.0
2816,19988.0
2817,24997.0
2819,12777.0
2820,13340.0
2821,15555.0
2822,9980.0
2823,23467.0
2824,23650.0
2825,22994.0
2826,14544.0
2827,17900.0
2828,13097.0
2831,13500.0
2832,25880.0
2833,20907.0
2834,29999.0
2835,17290.0
2836,19998.0
2837,17899.0
2838,13690.0
2839,17548.0
2840,29995.0
2842,19988.0
2843,15900.0
2844,28000.0
2846,25480.0
2847,19990.0
2849,20989.0
2850,17566.0
2851,9599.0
2852,24500.0
2853,19625.0
2855,28945.0
2856,11495.0
2857,11992.0
2859,25000.0
2861,18795.0
2862,15990.0
2863,16599.0
2864,20000.0
2865,10990.0
2866,16994.0
2868,14889.0
2871,18688.0
2872,20988.0
2874,28958.0
2875,27865.0
2879,15410.0
2880,17820.0
2884,12900.0
2886,29999.0
2888,16630.0
2890,17987.0
2891,24998.0
2892,19900.0
2893,18488.0
2895,21500.0
2896,24500.0
2897,16998.0
2898,16204.0
2899,28495.0
2901,24980.0
2902,21707.0
2904,12750.0
2907,14985.0
2908,16900.0
2909,22123.0
2910,15000.0
2911,26719.0
2912,3995.0
2913,15457.0
2914,11982.0
2915,10142.0
2916,17795.0
2917,16599.0
2918,18900.0
2919,22000.0
2920,9500.0
2921,20999.0
2922,23495.0
2923,26000.0
2924,27952.0
2925,25451.0
2926,12604.0
2927,19991.0
2930,15793.0
2931,28400.0
2932,20500.0
2933,23799.0
2934,15210.0
2935,24081.0
2936,18687.0
2937,15999.0
2939,18999.0
2941,14998.0
2944,20488.0
2946,18900.0
2947,19779.0
2948,8838.0
2950,17858.0
2951,22099.0
2952,18500.0
2953,20829.0
2957,12993.0
2959,16779.0
2960,18990.0
2961,9995.0
2963,24900.0
2966,19988.0
2967,23278.0
2969,23700.0
2970,24799.0
2971,17595.0
2972,26600.0
2974,22485.0
2975,15200.0
2976,20000.0
2977,9952.0
2978,15500.0
2979,29594.0
2980,14977.0
2982,24788.0
2985,23646.0
2986,15741.0
2987,28301.0
2988,18488.0
2989,18524.0
2991,21488.0
2992,24988.0
2993,22980.0
2994,20488.0
2996,17000.0
2997,13495.0
2998,16583.0
2999,25595.0
3000,28226.0
3001,20780.0
3003,11952.0
3004,23466.0
3005,13355.0
3006,22216.0
3007,11955.0
3009,12995.0
3010,9343.0
3013,17999.0
3016,7000.0
3017,14991.0
3019,18590.0
3020,14989.0
3021,14498.0
3022,13900.0
3023,13454.0
3024,22352.0
3025,6935.0
3026,19500.0
3029,15500.0
3030,20997.0
3031,19900.0
3032,29988.0
3034,29990.0
3035,15990.0
3036,22477.0
3038,19977.0
3039,14990.0
3040,8995.0
3041,28987.0
3042,14500.0
3043,15995.0
3045,15999.0
3046,16301.0
3048,27986.0
3049,4400.0
3050,14995.0
3053,12995.0
3054,5997.0
3055,17278.0
3056,24997.0
3058,26980.0
3060,13999.0
3061,19988.0
3062,13871.0
3063,16334.0
3064,17923.0
3065,17990.0
3067,10734.0
3068,11995.0
3069,17590.0
3071,18999.0
3072,26939.0
3073,22731.0
3075,22000.0
3077,16991.0
3078,19995.0
3080,6496.0
3081,11403.0
3082,17429.0
3083,23999.0
3085,12995.0
3086,17553.0
3088,25500.0
3089,20291.0
3090,27975.0
3091,9995.0
3092,13495.0
3093,18500.0
3094,15985.0
3095,23987.0
3096,21673.0
3097,20000.0
3098,26995.0
3099,13995.0
3100,9988.0
3101,22899.0
3104,26799.0
3106,29987.0
3107,18837.0
3108,18700.0
3109,20995.0
3110,16813.0
3111,8391.0
3112,18915.0
3113,17606.0
3114,24995.0
3115,11798.0
3116,23990.0
3117,8988.0
3118,19991.0
3119,17096.0
3120,8398.0
3123,28488.0
3124,24370.0
3125,25700.0
3126,18995.0
3128,18000.0
3129,9798.0
3132,27997.0
3133,19991.0
3134,8156.0
3135,25900.0
3136,18500.0
3137,21992.0
3138,15693.0
3140,23964.0
3141,19505.0
3144,25220.0
3145,23995.0
3146,24990.0
3147,17995.0
3148,28000.0
3149,13999.0
3151,16495.0
3153,19441.0
3154,23900.0
3156,30000.0
3157,27995.0
3158,12995.0
3159,19999.0
3160,20048.0
3162,13000.0
3163,18314.0
3165,17500.0
3166,22600.0
3168,5495.0
3169,10723.0
3172,20000.0
3173,16195.0
3174,22999.0
3175,19592.0
3176,14988.0
3177,23872.0
3178,15999.0
3179,13990.0
3181,19189.0
3182,19500.0
3183,21998.0
3185,14996.0
3186,17460.0
3187,17488.0
3189,18998.0
3190,17948.0
3191,14990.0
3193,15998.0
3194,19900.0
3195,19999.0
3196,25928.0
3197,15410.0
3198,18995.0
3200,21362.0
3203,26593.0
3204,27200.0
3205,20900.0
3206,8499.0
3207,27450.0
3208,25488.0
3209,17999.0
3210,20956.0
3211,22297.0
3213,24848.0
3214,14977.0
3215,27900.0
3216,8600.0
3217,18754.0
3218,9200.0
3219,14000.0
3221,12937.0
3223,18591.0
3224,19777.0
3225,3000.0
3226,24336.0
3228,28490.0
3229,9991.0
3230,7500.0
3233,18495.0
3235,15990.0
3236,12991.0
3237,27888.0
3238,27498.0
3239,25993.0
3240,26595.0
3241,9599.0
3242,12588.0
3243,30000.0
3244,20976.0
3245,24759.0
3246,14444.0
3248,10995.0
3249,29833.0
3250,25900.0
3251,21689.0
3252,20988.0
3253,26400.0
3254,20998.0
3255,15899.0
3256,28493.0
3259,15923.0
3261,16804.0
3262,20725.0
3263,13300.0
3264,24500.0
3266,19988.0
3267,18000.0
3268,27950.0
3269,15500.0
3270,9995.0
3271,19781.0
3272,27223.0
3273,26999.0
3274,18998.0
3275,20495.0
3276,12950.0
3278,15990.0
3279,14495.0
3280,17275.0
3282,17500.0
3283,15491.0
3284,24000.0
3285,17511.0
3286,11985.0
3289,17104.0
3290,12988.0
3291,28999.0
3292,23395.0
3294,25175.0
3295,18687.0
3296,28900.0
3297,21746.0
3298,13888.0
3299,4000.0
3300,14995.0
3301,28991.0
3304,17990.0
3305,18479.0
3306,20884.0
3309,19962.0
3310,20999.0
3311,22891.0
3312,21200.0
3313,10844.0
3315,29390.0
3316,19364.0
3318,27963.0
3319,11200.0
3321,24000.0
3322,5998.0
3323,28995.0
3325,27900.0
3327,27490.0
3328,19988.0
3329,16998.0
3330,20900.0
3331,16100.0
3332,17589.0
3333,27174.0
3334,28999.0
3337,12399.0
3339,11988.0
3340,20765.0
3341,24990.0
3342,26959.0
3343,22949.0
3346,23900.0
3347,20872.0
3350,24995.0
3351,9988.0
3352,7989.0
3354,8383.0
3356,17488.0
3358,19985.0
3359,16292.0
3361,16562.0
3362,29000.0
3363,24900.0
3364,6000.0
3365,17895.0
3366,16995.0
3367,18295.0
3368,15990.0
3369,27250.0
3370,13245.0
3371,20000.0
3372,19895.0
3373,29894.0
3375,19498.0
3376,20999.0
3377,13990.0
3379,8999.0
3381,15334.0
3382,10764.0
3383,23998.0
3384,22000.0
3385,23561.0
3387,24750.0
3388,20000.0
3390,16479.0
3392,20490.0
3393,19000.0
3395,16919.0
3396,7888.0
3397,22995.0
3398,17300.0
3399,29209.0
3401,14975.0
3402,21992.0
3403,19311.0
3404,22995.0
3405,7900.0
3406,24950.0
3408,15802.0
3409,18896.0
3411,24900.0
3412,21900.0
3413,10325.0
3414,17295.0
3415,16976.0
3417,25995.0
3418,19787.0
3419,20587.0
3421,24910.0
3422,24490.0
3423,9982.0
3425,21900.0
3428,23567.0
3429,22999.0
3430,25984.0
3433,14796.0
3434,28000.0
3435,28292.0
3436,29000.0
3437,17406.0
3438,21157.0
3439,26995.0
3441,16595.0
3442,15995.0
3443,24989.0
3444,17837.0
3445,26990.0
3447,20750.0
3448,12990.0
3449,18494.0
3450,10648.0
3451,18500.0
3452,19995.0
3453,18965.0
3454,19279.0
3455,23945.0
3457,16500.0
3460,10995.0
3461,24609.0
3462,8995.0
3463,15500.0
3464,26991.0
3465,17500.0
3467,10988.0
3469,16254.0
3470,4995.0
3471,27848.0
3473,27499.0
3474,15995.0
3475,8900.0
3477,28078.0
3478,15985.0
3479,23166.0
3480,25495.0
3483,13441.0
3484,18800.0
3485,27750.0
3486,22990.0
3487,11598.0
3488,10000.0
3489,15611.0
3490,16998.0
3492,5995.0
3493,23732.0
3494,11900.0
3496,9900.0
3497,21295.0
3498,5800.0
3499,16787.0
3500,26487.0
3502,14375.0
3503,26878.0
3504,29885.0
3505,18185.0
3506,11750.0
3507,19665.0
3509,3975.0
3511,15881.0
3512,27999.0
3513,19076.0
3514,17695.0
3515,29888.0
3516,26399.0
3518,28542.0
3519,26999.0
3520,19781.0
3521,15341.0
3522,18500.0
3523,22500.0
3525,25599.0
3527,25581.0
3528,12987.0
3529,7988.0
3530,14397.0
3532,23491.0
3534,23491.0
3535,20995.0
3537,9770.0
3538,11350.0
3540,29999.0
3541,23950.0
3543,21664.0
3545,29000.0
3548,18881.0
3549,6997.0
3550,16977.0
3552,26915.0
3555,10700.0
3556,15285.0
3558,18550.0
3559,18170.0
3561,25995.0
3562,16900.0
3563,28456.0
3564,28399.0
3565,27799.0
3566,22999.0
3568,12996.0
3569,23995.0
3571,15987.0
3572,15999.0
3573,19579.0
3574,14928.0
3576,27990.0
3578,29499.0
3579,12199.0
3580,16495.0
3581,15750.0
3582,20991.0
3583,14882.0
3584,19494.0
3585,22500.0
3586,15999.0
3587,14500.0
3588,25751.0
3589,15388.0
3590,27984.0
3591,20500.0
3592,12333.0
3593,29000.0
3596,9895.0
3597,13300.0
3598,26999.0
3599,19750.0
3602,16300.0
3603,13798.0
3604,16295.0
3605,18955.0
3606,29500.0
3608,5995.0
3610,11200.0
3612,8900.0
3613,15997.0
3615,11500.0
3616,19064.0
3618,17603.0
3619,19995.0
3621,8500.0
3623,12250.0
3624,21950.0
3625,19788.0
3626,17489.0
3628,9881.0
3629,20243.0
3630,17000.0
3631,29728.0
3632,17995.0
3633,27000.0
3634,5500.0
3635,7000.0
3636,23971.0
3637,29998.0
3638,23995.0
3639,13999.0
3641,6677.0
3643,17995.0
3646,14980.0
3647,28790.0
3648,12850.0
3649,26500.0
3650,26388.0
3653,26999.0
3654,10388.0
3655,15494.0
3656,9999.0
3657,18795.0
3658,25995.0
3659,12423.0
3660,7879.0
3661,23980.0
3662,15990.0
3664,16488.0
3665,29990.0
3668,27400.0
3669,27500.0
3671,26295.0
3672,24624.0
3673,29000.0
3674,18880.0
3675,19986.0
3676,2458.0
3677,16281.0
3678,18990.0
3680,24369.0
3681,28811.0
3682,19199.0
3683,13199.0
3684,9888.0
3685,28400.0
3686,23100.0
3687,28900.0
3688,17995.0
3689,10584.0
3690,23788.0
3692,20290.0
3693,18499.0
3695,16720.0
3698,19900.0
3700,23422.0
3701,19999.0
3702,15500.0
3703,15995.0
3704,9995.0
3705,28795.0
3707,17900.0
3709,23195.0
3710,7700.0
3711,15000.0
3712,16765.0
3713,20950.0
3714,24998.0
3717,24777.0
3718,18490.0
3720,11989.0
3721,15139.0
3722,19966.0
3725,19949.0
3726,17962.0
3727,13800.0
3728,18407.0
3729,28660.0
3730,20855.0
3731,16500.0
3732,15462.0
3733,12969.0
3736,17249.0
3737,17999.0
3738,4950.0
3740,29966.0
3741,16980.0
3742,17590.0
3743,17495.0
3744,15600.0
3745,21295.0
3746,8750.0
3747,11289.0
3748,14473.0
3750,15074.0
3752,14900.0
3754,14424.0
3755,19897.0
3756,24900.0
3758,15988.0
3760,26873.0
3761,18977.0
3762,6990.0
3764,29975.0
3765,25564.0
3766,15760.0
3768,18850.0
3770,28800.0
3772,18657.0
3774,20495.0
3776,26995.0
3777,26495.0
3778,28399.0
3780,27950.0
3781,22991.0
3782,13995.0
3783,26997.0
3784,5331.0
3785,25313.0
3786,25295.0
3787,13990.0
3788,27679.0
3789,12999.0
3791,26991.0
3792,17995.0
3793,23300.0
3794,20995.0
3795,19991.0
3796,20795.0
3797,16992.0
3799,28993.0
3800,17990.0
3801,16998.0
3802,16877.0
3803,26242.0
3804,18000.0
3805,20999.0
3806,17495.0
3807,16500.0
3808,26995.0
3809,23887.0
3811,11998.0
3812,22899.0
3813,13499.0
3816,27495.0
3817,29995.0
3818,22949.0
3819,15983.0
3820,21590.0
3821,12995.0
3822,8999.0
3823,20995.0
3825,5935.0
3827,17628.0
3828,18988.0
3829,26898.0
3830,27497.0
3831,26777.0
3832,27000.0
3833,12499.0
3834,18995.0
3835,26630.0
3836,16231.0
3838,12777.0
3839,18988.0
3840,26997.0
3841,11314.0
3842,22041.0
3843,24990.0
3844,22980.0
3846,18499.0
3847,16787.0
3848,21500.0
3849,9198.0
3850,19877.0
3851,28955.0
3852,11999.0
3853,29195.0
3854,17995.0
3855,17655.0
3856,28500.0
3857,22495.0
3858,14841.0
3859,11500.0
3860,26915.0
3861,19591.0
3862,22955.0
3863,24477.0
3864,12895.0
3866,11995.0
3868,17975.0
3869,28795.0
3871,17985.0
3872,21691.0
3873,11980.0
3874,19991.0
3877,18488.0
3878,14908.0
3880,6991.0
3881,12900.0
3882,18995.0
3886,28598.0
3887,22500.0
3888,16970.0
3890,22006.0
3891,13999.0
3894,23422.0
3895,28995.0
3897,10282.0
3899,15997.0
3900,21900.0
3901,29022.0
3903,17500.0
3905,26935.0
3906,25799.0
3907,9452.0
3909,17010.0
3910,18341.0
3911,10467.0
3912,20590.0
3913,16890.0
3914,14780.0
3915,10459.0
3916,23999.0
3918,18900.0
3919,20953.0
3920,28300.0
3921,9995.0
3922,8998.0
3924,17795.0
3926,5977.0
3927,26887.0
3928,16230.0
3931,29400.0
3932,13986.0
3933,16390.0
3934,22420.0
3935,27875.0
3936,24988.0
3937,19532.0
3939,22716.0
3940,11900.0
3942,18686.0
3943,24991.0
3944,24749.0
3945,17991.0
3946,20458.0
3947,10500.0
3949,17988.0
3950,18298.0
3951,29075.0
3953,19955.0
3954,5900.0
3956,14289.0
3957,14521.0
3958,15991.0
3959,21500.0
3960,13988.0
3962,28313.0
3963,15996.0
3965,10200.0
3966,25995.0
3967,16550.0
3968,28000.0
3970,13966.0
3971,24999.0
3973,13995.0
3974,3995.0
3977,23005.0
3978,28490.0
3979,29250.0
3980,28988.0
3981,16950.0
3982,14949.0
3983,10500.0
3984,22950.0
3985,19500.0
3986,24991.0
3987,21126.0
3988,16989.0
3989,22930.0
3990,20000.0
3991,28798.0
3994,6995.0
3995,27182.0
3997,15647.0
3998,19594.0
3999,26494.0
4001,19897.0
4002,25991.0
4004,16498.0
4005,22129.0
4006,16895.0
4007,13998.0
4008,18119.0
4009,15112.0
4010,25122.0
4011,26788.0
4012,18211.0
4015,16250.0
4016,13700.0
4017,16995.0
4018,23145.0
4019,4119.0
4020,12784.0
4021,23573.0
4022,26633.0
4024,8999.0
4025,18777.0
4027,16077.0
4029,8898.0
4031,25500.0
4032,19992.0
4034,18985.0
4035,18900.0
4036,27300.0
4037,19922.0
4038,28300.0
4039,16554.0
4040,22904.0
4041,15995.0
4042,16791.0
4043,19995.0
4044,21450.0
4046,7993.0
4047,26595.0
4048,23489.0
4049,22500.0
4050,12777.0
4052,28390.0
4053,9396.0
4054,17589.0
4055,16432.0
4056,16995.0
4057,27800.0
4058,21998.0
4059,15980.0
4060,19800.0
4061,28496.0
4063,10787.0
4064,22200.0
4065,12999.0
4067,17500.0
4068,16500.0
4070,16439.0
4071,22976.0
4072,24000.0
4073,21452.0
4074,20516.0
4076,29000.0
4077,17000.0
4078,15988.0
4079,14995.0
4080,18997.0
4081,22995.0
4082,19990.0
4083,29500.0
4085,19850.0
4086,16600.0
4087,15989.0
4088,16500.0
4090,19699.0
4091,8508.0
4092,15979.0
4094,24481.0
4096,19765.0
4097,16950.0
4098,28998.0
4099,29500.0
4100,27550.0
4101,16997.0
4103,18989.0
4104,15000.0
4105,25464.0
4106,19688.0
4107,15200.0
4108,23988.0
4109,9999.0
4111,24825.0
4112,19000.0
4114,14250.0
4115,29791.0
4117,15995.0
4118,17999.0
4119,29687.0
4120,13576.0
4121,27916.0
4122,18268.0
4124,17991.0
4125,20990.0
4126,9900.0
4127,28700.0
4128,20871.0
4130,7200.0
4131,18590.0
4132,27746.0
4133,15500.0
4134,24498.0
4136,7498.0
4137,19995.0
4138,25950.0
4139,20995.0
4141,28987.0
4142,17500.0
4144,16731.0
4145,11000.0
4146,23817.0
4147,25900.0
4149,14750.0
4150,16540.0
4152,17981.0
4153,18658.0
4154,21200.0
4155,15995.0
4156,18998.0
4157,29977.0
4159,15500.0
4160,6301.0
4161,17598.0
4162,19993.0
4163,9999.0
4164,28000.0
4166,17500.0
4168,19726.0
4169,9775.0
4171,28900.0
4172,15196.0
4173,4997.0
4174,25611.0
4175,19499.0
4176,27500.0
4178,15636.0
4179,10923.0
4180,12491.0
4181,21979.0
4184,21491.0
4185,17500.0
4187,16966.0
4188,20908.0
4189,14986.0
4190,21625.0
4191,19995.0
4193,9498.0
4194,26054.0
4195,21300.0
4196,18595.0
4197,17897.0
4198,25991.0
4199,26231.0
4200,26320.0
4201,19459.0
4202,12863.0
4204,15998.0
4205,16980.0
4206,16321.0
4207,17495.0
4210,28017.0
4211,18987.0
4214,21995.0
4215,26990.0
4216,16495.0
4218,25499.0
4225,20750.0
4226,29735.0
4227,23988.0
4228,29995.0
4230,12430.0
4232,24253.0
4234,27850.0
4236,24100.0
4237,16724.0
4238,10995.0
4241,17990.0
4242,17677.0
4243,18499.0
4244,15930.0
4245,17995.0
4246,25647.0
4247,22564.0
4248,17500.0
4250,27768.0
4251,18383.0
4252,20500.0
4253,15917.0
4255,18995.0
4258,24887.0
4261,17200.0
4262,14976.0
4264,26251.0
4266,27999.0
4268,18194.0
4269,22771.0
4270,14729.0
4272,15295.0
4273,20995.0
4275,26500.0
4276,27400.0
4277,12049.0
4280,14561.0
4281,16429.0
4283,17995.0
4284,24521.0
4285,20600.0
4286,24419.0
4287,23498.0
4288,15993.0
4289,26746.0
4290,17999.0
4292,17775.0
4293,6995.0
4294,15998.0
4295,9995.0
4296,12917.0
4297,15950.0
4298,10995.0
4301,18495.0
4302,12302.0
4303,24795.0
4304,21795.0
4305,18326.0
4306,20991.0
4307,28197.0
4309,15999.0
4310,26996.0
4311,5400.0
4312,15777.0
4314,18673.0
4315,12900.0
4316,12995.0
4318,17995.0
4319,27263.0
4320,13935.0
4321,20995.0
4322,29490.0
4323,11995.0
4324,15999.0
4325,28632.0
4327,15495.0
4328,25344.0
4331,9900.0
4332,17991.0
4333,8758.0
4334,28881.0
4335,22139.0
4336,26500.0
4337,20990.0
4338,19905.0
4339,18998.0
4340,18050.0
4342,26962.0
4344,29986.0
4345,17908.0
4346,16255.0
4347,20400.0
4349,26991.0
4350,26982.0
4351,15993.0
4352,17590.0
4354,24995.0
4356,19448.0
4357,27450.0
4358,20885.0
4359,14000.0
4360,19888.0
4361,16995.0
4362,17991.0
4365,16487.0
4366,12988.0
4367,20566.0
4368,28819.0
4369,23401.0
4370,19875.0
4372,26592.0
4373,16525.0
4374,21593.0
4376,21911.0
4377,11855.0
4378,17800.0
4379,5500.0
4381,12874.0
4382,29997.0
4383,16763.0
4384,16995.0
4385,20500.0
4386,20995.0
4387,15995.0
4388,12595.0
4389,18194.0
4390,19963.0
4392,21995.0
4393,14800.0
4394,18743.0
4397,9990.0
4398,29999.0
4399,14990.0
4400,18707.0
4401,17349.0
4403,14994.0
4405,24995.0
4406,20314.0
4407,18175.0
4408,7914.0
4409,18989.0
4410,17985.0
4413,15491.0
4414,18695.0
4417,17295.0
4418,18447.0
4419,19700.0
4420,25260.0
4421,11000.0
4422,25890.0
4424,16658.0
4425,4999.0
4426,27341.0
4427,28891.0
4428,23749.0
4430,21070.0
4431,28998.0
4432,18949.0
4433,6955.0
4434,13900.0
4437,18499.0
4438,17999.0
4439,5275.0
4440,14000.0
4441,15900.0
4442,26500.0
4446,16868.0
4447,14995.0
4448,13450.0
4449,29991.0
4450,23652.0
4456,10980.0
4457,15800.0
4458,23500.0
4461,21173.0
4462,11879.0
4463,18485.0
4465,24991.0
4467,23390.0
4468,18250.0
4469,27152.0
4470,16955.0
4471,16940.0
4472,16205.0
4473,21032.0
4474,15744.0
4476,4900.0
4477,7508.0
4478,15246.0
4479,8700.0
4482,11420.0
4483,14000.0
4484,8990.0
4485,19989.0
4487,29991.0
4488,15491.0
4490,21969.0
4491,11466.0
4492,14594.0
4493,12734.0
4494,15375.0
4495,17500.0
4497,17500.0
4498,13500.0
4499,9250.0
4500,16495.0
4502,20593.0
4503,20000.0
4504,23596.0
4506,19840.0
4507,14700.0
4508,22364.0
4509,24981.0
4510,25700.0
4511,14600.0
4512,17599.0
4513,19800.0
4514,12699.0
4515,12498.0
4516,24999.0
4518,16950.0
4519,8900.0
4520,27595.0
4521,11800.0
4522,20000.0
4523,13698.0
4524,26999.0
4525,14900.0
4526,16940.0
4527,18090.0
4530,6000.0
4531,18996.0
4534,22000.0
4535,10990.0
4536,14994.0
4537,24995.0
4538,22117.0
4540,18995.0
4541,22711.0
4542,29990.0
4544,18998.0
4545,22985.0
4547,14498.0
4548,18640.0
4549,9444.0
4550,12727.0
4552,23462.0
4553,16477.0
4554,20990.0
4555,21000.0
4557,28523.0
4559,10000.0
4560,14572.0
4561,15995.0
4562,25490.0
4563,18988.0
4565,22200.0
4566,13888.0
4567,25991.0
4568,19138.0
4571,16998.0
4572,9651.0
4573,15998.0
4576,23988.0
4577,24594.0
4579,11809.0
4580,15956.0
4583,16985.0
4584,7812.0
4589,13397.0
4590,13932.0
4592,20617.0
4595,24995.0
4597,19988.0
4599,26995.0
4600,28619.0
4601,14258.0
4603,26321.0
4606,24499.0
4607,23494.0
4608,24997.0
4610,24990.0
4611,15576.0
4612,14995.0
4613,27989.0
4614,18990.0
4616,17906.0
4620,20735.0
4621,12488.0
4622,18500.0
4623,25195.0
4624,3500.0
4628,20995.0
4629,11750.0
4631,26488.0
4632,27510.0
4633,28500.0
4634,10951.0
4635,25991.0
4636,22477.0
4637,28990.0
4638,22995.0
4639,23490.0
4640,9999.0
4642,21996.0
4643,13853.0
4644,29960.0
4645,17999.0
4646,11940.0
4647,15888.0
4648,19869.0
4649,26000.0
4651,22991.0
4652,26088.0
4654,26995.0
4655,13450.0
4656,28995.0
4657,18695.0
4659,15495.0
4660,15998.0
4661,20950.0
4662,19995.0
4663,18995.0
4664,29488.0
4667,12703.0
4668,20125.0
4669,29987.0
4670,14675.0
4671,8991.0
4672,25000.0
4673,17891.0
4674,29847.0
4676,15444.0
4677,19991.0
4678,20995.0
4679,15495.0
4683,28884.0
4686,24702.0
4687,18275.0
4689,9895.0
4690,20200.0
4691,29467.0
4693,17457.0
4694,19343.0
4695,15797.0
4696,19690.0
4697,7990.0
4698,24998.0
4699,19991.0
4701,8990.0
4702,15000.0
4704,13000.0
4705,11250.0
4709,18490.0
4710,19975.0
4711,25642.0
4714,16995.0
4715,18295.0
4716,26000.0
4717,28987.0
4718,14931.0
4719,15989.0
4720,6500.0
4721,28599.0
4723,17350.0
4726,17885.0
4727,24988.0
4728,15796.0
4729,29976.0
4730,19988.0
4731,17846.0
4732,14780.0
4733,15987.0
4735,16878.0
4739,20615.0
4740,19998.0
4741,15995.0
4742,26992.0
4743,23729.0
4744,25400.0
