,price
1121,13842.0
1122,17976.0
1123,18457.0
1125,15999.0
1127,13688.0
1128,12620.0
1129,13057.0
1130,16771.0
1132,13990.0
1133,24764.0
1134,29773.0
1135,21995.0
1136,18985.0
1137,29490.0
1139,29733.0
1140,15989.0
1141,11991.0
1143,25830.0
1144,9642.0
1145,21995.0
1146,26995.0
1148,7499.0
1149,29997.0
1150,26999.0
1152,28601.0
1153,18994.0
1157,28998.0
1158,11918.0
1159,14995.0
1160,14988.0
1161,21777.0
1163,11292.0
1164,20522.0
1165,11991.0
1166,28959.0
1167,15500.0
1168,29500.0
1169,17899.0
1170,13990.0
1172,9985.0
1173,29900.0
1174,20495.0
1176,21990.0
1177,3995.0
1178,14822.0
1180,28999.0
1182,21557.0
1183,7495.0
1184,13488.0
1185,6999.0
1187,20888.0
1189,26303.0
1190,16900.0
1191,19500.0
1192,26488.0
1194,16994.0
1196,16997.0
1197,21996.0
1199,17717.0
1201,23995.0
1202,27995.0
1203,16983.0
1205,22999.0
1206,21990.0
1207,16435.0
1209,16400.0
1210,15929.0
1211,16987.0
1212,16495.0
1213,18179.0
1214,23880.0
1215,27541.0
1218,21580.0
1219,24594.0
1220,11003.0
1222,19621.0
1224,26999.0
1225,12500.0
1227,19990.0
1228,15990.0
1229,19634.0
1230,28999.0
1231,17917.0
1233,27912.0
1235,24445.0
1236,21500.0
1238,14182.0
1239,19900.0
1240,14997.0
1242,10982.0
1243,18995.0
1244,14950.0
1245,18500.0
1247,25997.0
1248,27999.0
1249,25409.0
1250,29995.0
1251,4900.0
1252,12494.0
1255,16881.0
1256,16276.0
1257,18741.0
1258,22703.0
1259,5498.0
1260,23500.0
1261,26278.0
1262,21988.0
1263,25992.0
1264,24982.0
1265,15500.0
1267,24448.0
1270,23988.0
1271,22162.0
1272,16588.0
1273,22500.0
1274,19300.0
1276,21876.0
1277,16395.0
1278,9905.0
1279,21999.0
1280,19515.0
1281,27999.0
1282,28500.0
1283,15263.0
1284,17990.0
1286,20617.0
1289,16999.0
1291,15279.0
1292,16385.0
1293,20991.0
1294,11188.0
1295,19900.0
1296,21994.0
1298,29600.0
1299,19656.0
1300,15596.0
1302,26991.0
1303,21103.0
1304,23671.0
1305,7991.0
1306,11490.0
1307,14333.0
1308,22500.0
1310,26450.0
1311,14787.0
1312,20780.0
1313,28935.0
1314,18995.0
1315,20991.0
1316,15477.0
1317,23495.0
1318,18964.0
1319,20995.0
1320,7500.0
1322,14975.0
1323,27993.0
1324,16599.0
1325,12527.0
1326,26995.0
1327,21990.0
1328,12500.0
1329,11689.0
1330,10941.0
1331,18980.0
1332,17500.0
1333,26995.0
1335,18995.0
1336,27063.0
1338,19900.0
1339,15999.0
1342,17890.0
1343,10990.0
1345,14888.0
1347,16587.0
1349,29250.0
1350,26949.0
1351,22977.0
1354,21955.0
1355,10695.0
1358,16490.0
1360,29998.0
1362,13425.0
1363,27999.0
1364,14900.0
1365,9384.0
1366,16988.0
1368,16972.0
1369,16577.0
1370,26258.0
1371,14999.0
1373,23146.0
1374,18575.0
1376,25983.0
1377,18000.0
1378,25991.0
1379,18990.0
1381,25575.0
1382,19599.0
1383,18581.0
1386,6322.0
1388,18780.0
1390,16599.0
1391,23200.0
1393,16284.0
1394,19995.0
1396,18880.0
1397,17250.0
1399,14998.0
1400,13887.0
1401,11175.0
1402,21998.0
1404,17800.0
1405,21124.0
1407,8876.0
1408,21900.0
1409,26063.0
1410,29991.0
1411,13400.0
1414,18397.0
1415,7392.0
1416,15995.0
1417,11900.0
1418,6500.0
1419,15976.0
1420,19795.0
1421,15000.0
1422,21897.0
1423,24250.0
1424,29664.0
1425,13750.0
1426,24990.0
1427,20699.0
1428,24459.0
1431,23850.0
1432,15777.0
1433,22998.0
1435,21995.0
1437,24885.0
1438,9988.0
1439,18999.0
1440,22000.0
1442,10731.0
1443,24949.0
1445,19254.0
1446,17993.0
1447,6300.0
1448,16995.0
1450,28995.0
1451,23777.0
1453,25000.0
1454,17900.0
1456,23000.0
1457,16706.0
1458,15492.0
1459,29000.0
1460,16800.0
1462,6298.0
1463,19455.0
1464,15995.0
1465,24998.0
1466,16499.0
1467,25845.0
1468,28977.0
1469,19500.0
1470,7988.0
1473,16999.0
1474,19988.0
1476,16688.0
1477,24998.0
1478,21990.0
1479,18902.0
1480,22480.0
1481,16911.0
1483,16888.0
1484,6698.0
1485,27777.0
1486,28688.0
1487,13050.0
1488,19977.0
1489,20495.0
1490,17995.0
1491,4995.0
1492,15628.0
1493,26690.0
1494,20507.0
1495,22067.0
1496,12880.0
1497,8343.0
1499,27988.0
1500,15992.0
1501,9795.0
1503,16915.0
1504,15775.0
1505,22998.0
1507,24991.0
1509,26499.0
1511,15492.0
1512,21994.0
1513,22991.0
1515,4704.0
1516,15613.0
1517,15000.0
1519,28497.0
1523,21625.0
1524,11995.0
1525,12297.0
1526,29888.0
1527,29990.0
1528,17196.0
1530,10998.0
1531,19570.0
1534,22000.0
1535,19450.0
1536,13995.0
1537,17400.0
1538,17924.0
1539,27777.0
1540,21900.0
1543,25991.0
1544,23962.0
1545,25551.0
1547,18000.0
1548,25988.0
1549,26999.0
1550,19865.0
1551,15995.0
1552,25497.0
1553,27990.0
1554,25494.0
1555,13988.0
1556,8495.0
1557,16299.0
1559,20950.0
1560,11000.0
1561,29295.0
1563,8995.0
1565,20550.0
1566,18500.0
1568,4995.0
1569,7995.0
1570,16199.0
1572,16523.0
1573,26999.0
1574,14995.0
1575,9995.0
1576,20998.0
1578,17700.0
1579,23988.0
1580,16595.0
1581,18200.0
1582,16500.0
1583,15158.0
1584,5988.0
1585,20900.0
1586,19995.0
1589,19990.0
1590,9590.0
1591,14271.0
1592,27991.0
1593,29991.0
1594,19900.0
1595,16999.0
1596,14932.0
1597,27977.0
1598,9996.0
1599,12935.0
1601,29990.0
1602,17000.0
1603,19998.0
1605,15900.0
1606,23599.0
1607,17500.0
1608,23000.0
1609,15200.0
1610,19900.0
1614,18999.0
1615,16700.0
1616,25987.0
1617,22899.0
1618,26919.0
1619,14998.0
1620,25997.0
1623,13999.0
1624,18000.0
1625,29483.0
1627,23995.0
1628,22997.0
1629,18465.0
1630,18999.0
1631,20256.0
1633,18890.0
1634,10000.0
1635,20899.0
1636,23700.0
1637,20294.0
1640,14998.0
1641,9995.0
1643,22974.0
1644,4500.0
1645,16997.0
1646,27991.0
1647,29991.0
1648,23490.0
1649,24495.0
1650,22569.0
1651,24779.0
1652,22554.0
1653,13998.0
1654,22490.0
1655,29988.0
1656,12858.0
1659,27995.0
1661,23200.0
1663,10748.0
1664,23267.0
1665,9637.0
1666,10437.0
1667,20545.0
1669,25560.0
1670,14969.0
1671,24997.0
1672,12405.0
1673,16500.0
1674,18994.0
1675,11999.0
1677,29900.0
1680,18750.0
1681,18255.0
1682,9995.0
1683,23000.0
1684,18949.0
1686,26000.0
1687,29745.0
1688,26225.0
1690,25700.0
1691,26240.0
1692,19797.0
1693,17990.0
1695,26939.0
1696,26500.0
1697,24444.0
1698,12500.0
1700,10997.0
1701,20991.0
1702,16626.0
1704,19996.0
1705,15996.0
1706,8595.0
1707,13295.0
1708,15240.0
1709,22184.0
1710,14940.0
1711,24991.0
1712,18384.0
1713,12977.0
1714,22500.0
1716,24026.0
1717,18995.0
1719,28995.0
1720,20995.0
1721,14995.0
1722,28500.0
1725,18694.0
1726,20997.0
1727,12979.0
1728,9727.0
1729,19400.0
1732,20812.0
1733,18800.0
1734,13500.0
1736,13991.0
1737,19895.0
1738,27481.0
1739,20495.0
1741,17400.0
1742,22500.0
1744,14995.0
1745,12595.0
1746,18988.0
1747,21880.0
1748,14991.0
1749,21839.0
1752,21234.0
1753,17302.0
1754,23990.0
1755,11889.0
1756,29500.0
1757,14200.0
1758,2000.0
1759,18957.0
1760,8000.0
1761,16599.0
1762,14900.0
1763,16791.0
1764,25497.0
1767,12995.0
1768,24298.0
1769,27595.0
1770,24768.0
1771,15598.0
1772,15000.0
1774,12998.0
1775,24995.0
1776,19991.0
1777,19995.0
1778,24991.0
1780,27500.0
1781,13700.0
1782,8698.0
1783,21879.0
1784,24349.0
1786,23975.0
1788,15000.0
1791,26995.0
1792,15999.0
1794,16775.0
1795,15205.0
1796,18895.0
1798,15742.0
1799,26149.0
1800,15990.0
1803,7985.0
1804,16977.0
1805,26091.0
1808,22372.0
1809,21495.0
1810,27500.0
1811,9668.0
1813,24180.0
1814,16999.0
1815,18590.0
1817,15450.0
1818,10296.0
1819,16018.0
1820,16480.0
1822,8852.0
1823,27450.0
1824,10995.0
1825,21145.0
1827,14342.0
1828,11499.0
1833,15820.0
1834,9991.0
1835,19291.0
1837,20900.0
1840,17999.0
1841,13900.0
1843,29288.0
1845,14564.0
1846,13995.0
1848,22300.0
1849,24355.0
1853,16692.0
1854,14500.0
1855,24399.0
1856,8990.0
1860,23739.0
1863,20545.0
1864,23484.0
1865,20690.0
1866,22518.0
1868,8610.0
1869,24995.0
1870,17995.0
1872,16990.0
1874,24000.0
1875,19000.0
1876,9995.0
1877,22195.0
1878,13250.0
1879,22948.0
1880,29900.0
1881,21995.0
1882,29992.0
1884,17700.0
1885,5539.0
1886,24980.0
1887,12998.0
1889,17489.0
1890,9350.0
1891,8995.0
1893,6425.0
1894,14982.0
1895,16966.0
1896,17492.0
1897,22499.0
1898,15990.0
1900,18135.0
1901,26997.0
1902,19308.0
1903,20900.0
1904,15499.0
1905,19922.0
1908,13450.0
1909,26290.0
1911,27294.0
1912,29980.0
1913,16990.0
1914,25297.0
1917,13500.0
1919,18493.0
1920,22163.0
1921,16000.0
1922,15000.0
1923,24883.0
1924,20991.0
1925,18344.0
1926,19981.0
1928,25500.0
1932,23596.0
1936,19229.0
1937,13900.0
1938,24995.0
1939,19293.0
1940,18988.0
1941,29987.0
1942,19875.0
1943,22900.0
1944,23995.0
1945,20999.0
1946,15990.0
1947,10586.0
1948,29950.0
1949,17681.0
1950,10990.0
1953,18158.0
1954,23390.0
1955,12900.0
1956,20450.0
1957,22773.0
1958,17928.0
1959,21489.0
1961,16500.0
1963,28488.0
1964,13600.0
1965,17993.0
1966,16991.0
1967,6988.0
1968,14995.0
1969,24999.0
1970,24998.0
1971,24987.0
1972,26980.0
1973,16312.0
1974,18239.0
1975,22987.0
1976,17977.0
1977,19988.0
1978,28427.0
1979,18200.0
1980,24771.0
1982,14444.0
1983,16500.0
1985,23995.0
1986,13804.0
1987,19995.0
1988,14995.0
1990,28200.0
1991,14870.0
1992,29744.0
1993,16189.0
1994,23480.0
1995,15300.0
1996,22750.0
1997,7900.0
1998,28420.0
1999,22988.0
2001,13955.0
2003,12997.0
2007,19950.0
2008,29584.0
2009,29500.0
2010,25400.0
2011,28890.0
2013,20990.0
2014,15490.0
2015,22488.0
2016,18995.0
2019,16973.0
2021,29766.0
2022,24898.0
2023,19997.0
2024,19788.0
2025,13947.0
2026,26967.0
2027,21900.0
2028,16599.0
2029,16988.0
2030,17995.0
2032,12000.0
2033,6709.0
2035,17304.0
2036,14995.0
2037,10991.0
2038,20700.0
2039,28495.0
2040,21034.0
2044,29888.0
2045,16788.0
2050,13991.0
2051,18993.0
2053,8550.0
2057,15999.0
2058,18514.0
2060,11998.0
2061,28250.0
2062,17900.0
2065,12995.0
2066,13995.0
2067,18495.0
2069,7988.0
2070,19977.0
2071,19400.0
2072,25000.0
2073,17628.0
2074,23922.0
2075,25900.0
2076,18548.0
2077,11350.0
2078,18800.0
2079,10750.0
2080,14990.0
2081,23996.0
2082,16977.0
2083,17977.0
2086,16787.0
2088,15373.0
2089,25950.0
2091,29000.0
2092,19077.0
2094,13997.0
2095,19998.0
2096,13221.0
2098,19000.0
2100,16695.0
2101,27450.0
2102,21586.0
2103,13410.0
2104,26950.0
2105,19764.0
2107,18970.0
2108,19991.0
2109,28997.0
2111,13900.0
2112,8966.0
2113,23999.0
2114,19200.0
2117,29998.0
2118,12700.0
2119,17866.0
2120,16900.0
2121,21378.0
2122,19500.0
2123,18290.0
2124,15999.0
2125,15912.0
2128,29990.0
2130,19595.0
2131,9995.0
2132,22874.0
2133,27999.0
2134,22497.0
2135,24599.0
2136,11295.0
2137,13998.0
2138,21988.0
2139,21485.0
2140,15495.0
2143,11721.0
2144,24880.0
2147,12695.0
2148,19988.0
2149,19995.0
2150,21206.0
2151,19998.0
2152,25985.0
2154,18980.0
2156,24311.0
2158,15988.0
2159,21691.0
2160,26579.0
2161,24995.0
2163,12995.0
2164,12485.0
2165,17500.0
2166,14962.0
2167,10885.0
2168,13399.0
2170,11991.0
2171,17000.0
2174,7856.0
2175,18995.0
2176,15490.0
2177,18990.0
2178,24600.0
2179,28995.0
2180,22995.0
2181,23000.0
2183,27949.0
2184,27995.0
2185,28980.0
2186,29964.0
2187,9860.0
2189,26187.0
2190,21874.0
2191,9860.0
2192,12935.0
2194,19040.0
2195,26995.0
2196,23598.0
2197,22982.0
2199,20881.0
2200,15991.0
2201,15089.0
2202,6762.0
2203,10495.0
2204,24575.0
2207,22048.0
2208,16898.0
2209,17490.0
2210,14995.0
2211,17773.0
2213,19995.0
2215,25600.0
2216,10500.0
2217,21860.0
2220,12995.0
2221,16998.0
2222,20988.0
2223,19477.0
2224,14777.0
2225,15398.0
2226,22992.0
2227,20195.0
2229,13197.0
2230,15900.0
2231,17622.0
2232,26599.0
2233,24995.0
2234,25995.0
2235,11199.0
2236,14888.0
2237,25222.0
2238,10591.0
2239,9999.0
2241,13250.0
2243,17490.0
2244,18998.0
2245,21000.0
2246,11888.0
2247,14551.0
2248,16500.0
2249,15940.0
2251,26999.0
2252,21032.0
2253,15991.0
2255,19590.0
2256,19995.0
2257,19999.0
2258,25626.0
2259,17591.0
2260,18298.0
2261,16500.0
2262,14888.0
2267,19500.0
2268,10950.0
2269,17789.0
2271,20995.0
2272,14090.0
2273,22998.0
2274,20998.0
2275,17486.0
2276,20495.0
2278,28848.0
2279,24397.0
2280,24994.0
2281,19875.0
2282,21999.0
2283,24500.0
2284,17959.0
2285,13997.0
2286,10990.0
2287,12499.0
2288,16361.0
2289,21500.0
2294,29999.0
2295,12608.0
2296,21800.0
2297,29998.0
2299,20998.0
2301,25456.0
2303,14975.0
2305,11988.0
2308,17999.0
2309,18990.0
2310,18900.0
2312,26333.0
2316,16953.0
2317,20888.0
2318,23995.0
2319,13595.0
2320,28990.0
2321,15578.0
2322,15991.0
2324,15999.0
2325,17870.0
2326,8699.0
2327,25895.0
2328,24995.0
2329,28967.0
2332,9128.0
2333,26999.0
2334,23993.0
2335,18995.0
2336,16995.0
2337,16500.0
2338,17700.0
2341,12999.0
2342,19200.0
2343,24850.0
2344,29317.0
2345,28803.0
2346,27995.0
2347,26800.0
2348,25895.0
2349,18995.0
2350,16998.0
2352,23505.0
2354,27996.0
2355,24000.0
2358,19000.0
2361,16900.0
2362,14999.0
2363,19309.0
2364,17393.0
2365,20998.0
2366,21995.0
2367,18298.0
2369,17492.0
2370,11800.0
2371,18990.0
2372,9995.0
2373,17795.0
2374,6695.0
2375,19987.0
2376,28980.0
2379,12488.0
2380,14995.0
2381,11900.0
2383,21991.0
2384,26500.0
2385,21995.0
2386,18386.0
2387,15876.0
2388,24800.0
2390,11998.0
2391,16400.0
2396,20999.0
2397,12688.0
2398,27700.0
2399,8999.0
2402,9977.0
2403,25900.0
2404,22695.0
2405,16481.0
2406,18873.0
2407,29207.0
2408,19802.0
2409,29000.0
2410,19250.0
2413,22595.0
2414,22995.0
2416,3500.0
2417,9532.0
2418,22000.0
2419,18150.0
2420,17995.0
2421,17990.0
2422,16344.0
2423,16597.0
2424,13249.0
2425,17141.0
2426,15595.0
2427,19200.0
2429,17590.0
2431,19984.0
2432,19998.0
2434,23664.0
2435,14995.0
2436,16790.0
2437,23426.0
