,city_fuel_economy,engine_displacement,franchise_make,fuel_tank_volume,height,highway_fuel_economy,length,mileage,model_name,owner_count,power,savings_amount,torque,trimId,wheelbase,width,year,wheel_system_cat,wheel_system_display_cat,body_type_Sedan,engine_cylinders_I4,engine_cylinders_V6,transmission_display_8_Speed_Automatic
249,21.0,2400.0,0,18.8,66.1,27.0,187.8,18139.0,1,1.0,185,1782,178,82622,108.9,74.4,2019,2,1,0,1,0,1
250,18.0,3600.0,1,18.0,58.0,26.0,191.6,110326.0,1,1.0,263,914,253,31764,113.4,72.5,2008,4,4,1,0,1,0
251,23.0,2400.0,4,15.8,54.9,36.0,192.3,85891.0,0,2.0,295,113,262,53887,108.9,73.6,2015,3,3,1,1,0,0
254,24.0,1400.0,0,14.0,64.8,30.0,167.6,36040.0,1,1.0,138,1611,148,68636,100.6,69.9,2017,2,1,0,1,0,0
256,20.0,2400.0,0,18.8,69.3,28.0,187.8,44965.0,1,1.0,301,501,272,67420,112.5,72.5,2017,2,1,0,1,0,0
257,28.0,1800.0,2,12.8,56.3,38.0,179.1,92380.0,0,2.0,145,402,130,53734,106.3,69.9,2014,3,3,1,1,0,0
258,26.0,1400.0,1,14.0,65.3,31.0,168.4,27905.0,1,2.0,153,217,148,67746,100.6,69.9,2017,2,1,0,1,0,0
260,13.0,5700.0,4,26.0,75.7,19.0,229.0,76854.0,3,3.0,390,84,407,42160,140.5,79.4,2012,0,2,0,0,0,0
261,23.0,2000.0,0,16.4,64.8,30.0,176.4,44759.0,1,1.0,164,620,151,83964,105.1,72.8,2019,3,3,0,1,0,0
262,28.0,2000.0,2,13.2,57.3,38.0,182.1,20568.0,1,1.0,152,1699,145,82762,105.1,79.4,2019,2,1,1,0,0,0
265,21.0,2000.0,0,15.9,66.2,29.0,182.0,19206.0,1,1.0,271,1620,239,77884,106.3,73.2,2019,0,2,0,1,0,0
267,27.0,1500.0,0,13.0,57.6,36.0,193.8,51989.0,1,1.0,160,209,184,68162,111.4,73.0,2017,3,3,1,1,0,0
270,24.0,2000.0,0,14.2,63.0,31.0,163.0,30821.0,0,1.0,164,266,151,59780,101.2,70.9,2016,3,3,0,1,0,0
271,28.0,2000.0,4,10.8,56.3,34.0,182.8,18761.0,2,1.0,248,2282,258,75483,110.6,80.0,2018,4,4,1,1,0,0
272,25.0,1800.0,0,14.5,57.2,35.0,183.3,35241.0,1,1.0,170,53,184,69342,104.4,70.0,2017,3,3,1,1,0,0
273,28.0,1800.0,1,13.2,57.3,36.0,183.1,58174.0,0,2.0,132,504,128,68319,106.3,69.9,2017,3,3,1,1,0,0
274,18.0,3500.0,1,19.5,70.8,25.0,210.0,45845.0,3,1.0,280,2981,262,68001,125.2,78.6,2017,2,1,0,0,1,0
275,15.0,3600.0,0,22.0,69.9,22.0,203.7,47369.0,1,1.0,281,1360,266,67375,118.9,78.5,2017,3,3,0,0,1,0
277,23.0,1800.0,0,18.5,58.5,34.0,191.9,28983.0,1,1.0,170,659,184,69427,110.4,72.2,2017,3,3,1,1,0,0
279,28.0,1800.0,0,13.2,57.3,35.0,183.1,13039.0,0,1.0,132,1683,128,78891,106.3,69.9,2019,3,3,1,1,0,0
280,22.0,2400.0,1,18.8,66.3,32.0,187.8,62538.0,1,1.0,182,183,172,54773,112.5,72.5,2015,3,3,0,1,0,0
281,26.0,2400.0,1,17.2,57.7,34.0,192.5,53772.0,1,2.0,189,781,182,68057,109.3,72.8,2017,3,3,1,1,0,0
282,22.0,2400.0,3,15.9,65.7,31.0,182.0,52457.0,1,2.0,271,945,239,58517,106.3,73.2,2016,3,3,0,1,0,0
284,26.0,1500.0,0,14.9,65.4,31.0,183.1,7929.0,1,1.0,170,144,203,85748,107.3,72.6,2020,3,3,0,1,0,0
285,21.0,2500.0,0,15.9,65.3,26.0,182.9,54896.0,1,1.0,170,89,175,31962,105.9,70.9,2008,2,1,0,1,0,0
287,24.0,2500.0,1,14.8,66.1,31.0,179.1,22977.0,1,2.0,187,2977,185,73641,106.2,72.5,2017,3,3,0,1,0,0
288,21.0,2000.0,1,18.0,58.4,29.0,190.2,33841.0,0,1.0,259,1713,295,67542,107.8,73.1,2017,3,3,1,1,0,0
289,21.0,2200.0,0,13.0,57.1,29.0,180.3,43303.0,0,2.0,145,0,155,1716,103.3,67.9,2006,3,3,1,1,0,0
290,15.0,3700.0,0,20.0,69.4,19.0,186.7,126549.0,2,2.0,210,1300,235,15924,109.5,84.2,2005,0,2,0,0,1,0
291,21.0,2000.0,1,16.5,58.2,32.0,191.8,11904.0,0,1.0,181,24,185,66967,112.2,83.5,2017,3,3,1,1,0,0
292,18.0,3600.0,0,21.0,70.7,25.0,212.4,22525.0,4,1.0,308,1035,275,86358,128.3,83.9,2020,1,0,0,0,1,1
294,26.0,2400.0,1,17.2,57.7,34.0,192.5,56211.0,1,1.0,189,3204,182,68057,109.3,72.8,2017,3,3,1,1,0,0
295,29.0,2000.0,0,14.0,56.5,38.0,179.9,63844.0,0,1.0,147,228,132,66940,106.3,70.9,2017,3,3,1,1,0,0
296,21.0,2500.0,0,16.9,65.9,27.0,179.5,103332.0,1,2.0,170,532,174,43258,103.0,79.0,2012,2,1,0,0,0,0
297,28.0,1400.0,1,14.5,57.2,38.0,183.3,36347.0,1,1.0,150,2160,184,69344,104.4,70.0,2017,3,3,1,1,0,0
298,17.0,3000.0,1,24.6,69.4,24.0,189.8,47602.0,2,2.0,360,194,390,55151,114.8,84.8,2015,0,2,0,0,1,1
301,26.0,2500.0,2,15.9,68.2,32.0,181.5,50074.0,1,1.0,170,594,174,68597,103.9,80.0,2017,2,1,0,0,0,0
302,23.0,2000.0,0,14.2,63.0,31.0,163.0,91832.0,0,1.0,164,2203,151,49318,101.2,70.9,2014,3,3,0,1,0,0
305,22.0,2000.0,4,16.1,62.5,32.0,175.4,51646.0,2,1.0,228,1282,258,57972,105.1,81.1,2016,2,1,0,1,0,1
306,22.0,2000.0,1,15.7,66.3,29.0,178.1,14950.0,1,1.0,245,23,275,66217,105.9,81.8,2017,3,3,0,1,0,0
307,20.0,2500.0,1,19.5,69.0,26.0,199.4,29712.0,2,1.0,250,43,310,83253,115.3,77.5,2019,2,1,0,1,0,0
308,25.0,2400.0,0,15.3,65.1,31.0,179.4,19413.0,1,1.0,185,659,181,60464,103.1,71.6,2016,2,1,0,1,0,0
309,24.0,2000.0,4,15.3,56.2,31.0,186.1,42191.0,1,2.0,252,1478,273,65965,111.0,79.6,2017,2,1,1,1,0,0
310,25.0,2000.0,0,18.5,58.5,36.0,191.9,33067.0,1,2.0,174,749,184,83743,110.4,72.2,2019,3,3,1,1,0,0
312,22.0,2000.0,1,16.0,56.4,30.0,182.8,78236.0,1,1.0,272,623,295,58084,109.3,71.1,2016,2,1,1,1,0,0
313,32.0,1500.0,4,12.4,55.7,42.0,182.3,19394.0,1,1.0,174,575,162,69377,106.3,70.8,2017,3,3,1,1,0,0
315,31.0,2000.0,2,12.4,55.7,40.0,182.3,22113.0,1,1.0,158,462,138,69379,106.3,70.8,2017,3,3,1,1,0,0
316,24.0,2000.0,0,13.2,57.8,32.0,168.0,15930.0,2,1.0,220,0,258,77573,103.6,70.8,2018,3,3,0,1,0,0
317,26.0,2000.0,0,14.9,65.4,30.0,182.3,63431.0,1,1.0,252,72,260,73724,107.3,72.4,2018,3,3,0,1,0,0
318,20.0,2400.0,0,18.8,66.3,29.0,187.8,45064.0,1,3.0,301,822,272,54770,112.5,72.5,2015,2,1,0,1,0,0
319,20.0,3600.0,1,18.5,66.1,27.0,189.6,44583.0,2,1.0,256,380,247,68631,108.1,81.3,2017,2,1,0,0,0,0
320,23.0,2000.0,1,13.6,65.1,29.0,161.3,2500.0,1,1.0,166,721,149,82919,99.2,81.0,2019,2,1,0,1,0,0
321,20.0,3500.0,0,19.5,70.6,27.0,198.5,2068.0,1,1.0,284,1989,259,88948,114.2,77.3,2020,3,3,0,0,1,0
322,24.0,2400.0,0,18.5,57.7,33.0,191.1,28849.0,1,1.0,185,1003,178,79131,110.4,73.2,2019,3,3,1,1,0,0
323,18.0,3600.0,3,24.6,70.9,25.0,201.2,52078.0,3,1.0,295,319,260,68695,119.8,85.5,2017,2,1,0,0,1,1
324,21.0,3500.0,1,17.0,57.5,31.0,195.3,101560.0,1,6.0,268,1101,248,53577,111.0,72.2,2014,3,3,1,0,1,0
325,23.0,2500.0,1,15.3,66.1,29.0,179.1,18324.0,1,1.0,187,695,185,73644,106.2,72.5,2017,2,1,0,1,0,0
327,27.0,2000.0,0,14.3,63.0,33.0,165.2,16641.0,0,1.0,147,708,132,85073,102.4,70.9,2020,3,3,0,1,0,0
328,20.0,2000.0,1,16.9,67.1,24.0,174.5,52647.0,1,1.0,200,177,207,69076,102.5,71.2,2017,3,3,0,1,0,0
329,17.0,2700.0,0,18.0,58.5,26.0,201.4,8460.0,4,2.0,335,218,380,67992,117.9,82.3,2017,3,3,1,0,1,0
330,20.0,3500.0,0,19.0,67.8,28.0,192.8,23003.0,1,1.0,260,683,240,84559,111.2,75.4,2019,3,3,0,0,1,0
333,16.0,3600.0,0,21.1,66.6,24.0,192.4,43874.0,1,1.0,283,267,260,84353,113.8,83.7,2019,2,1,0,0,1,0
334,21.0,3500.0,4,19.0,67.8,28.0,192.4,56886.0,1,1.0,260,1129,240,77005,111.2,75.4,2018,3,3,0,0,1,0
336,18.0,3200.0,0,15.9,66.2,26.0,182.0,33380.0,1,1.0,271,854,239,77884,106.3,73.2,2019,0,2,0,0,1,0
337,21.0,3500.0,0,18.0,56.5,30.0,192.8,15526.0,1,1.0,300,587,261,68136,109.3,73.2,2017,3,3,1,0,1,0
338,27.0,1500.0,0,13.0,57.6,36.0,193.8,23975.0,1,1.0,160,156,184,68162,111.4,73.0,2017,3,3,1,1,0,0
339,22.0,2500.0,1,18.5,58.9,31.0,201.3,56473.0,1,1.0,196,1467,186,58149,111.7,84.3,2016,3,3,1,1,0,0
340,26.0,2400.0,0,15.3,65.1,33.0,179.4,52788.0,1,1.0,185,115,181,56912,103.1,71.6,2015,2,1,0,1,0,0
342,25.0,2000.0,0,14.5,62.5,32.0,172.4,5912.0,1,1.0,141,973,147,84531,104.2,72.3,2019,3,3,0,1,0,0
344,18.0,3600.0,4,15.8,58.7,29.0,192.3,54827.0,0,1.0,295,1666,262,58592,108.0,73.6,2016,2,1,1,0,1,0
345,23.0,2500.0,1,16.5,58.1,34.0,191.7,5408.0,0,1.0,181,0,185,86414,112.2,83.5,2020,3,3,1,1,0,0
346,17.0,3000.0,1,18.0,57.8,24.0,197.7,118734.0,1,2.0,200,0,200,59592,108.5,73.0,2002,3,3,0,0,1,0
348,28.0,1800.0,0,13.2,57.3,35.0,183.1,27397.0,0,2.0,132,1789,128,78889,106.3,69.9,2019,3,3,1,1,0,0
349,17.0,3600.0,1,22.0,71.7,24.0,201.9,58871.0,1,1.0,288,302,270,54871,118.9,86.7,2015,3,3,0,0,1,0
351,30.0,1500.0,1,14.8,57.1,38.0,192.2,109121.0,1,1.0,192,719,192,84123,111.4,73.3,2019,3,3,1,1,0,0
352,19.0,3500.0,1,18.0,67.0,27.0,184.2,65059.0,1,2.0,240,1119,270,43488,111.2,87.5,2013,3,3,0,0,1,0
354,28.0,2500.0,1,16.2,56.8,39.0,192.9,44038.0,1,1.0,188,623,180,83905,111.2,72.9,2019,3,3,1,1,0,0
355,23.0,2000.0,0,18.5,58.0,34.0,193.6,1175.0,1,1.0,174,0,206,89881,110.4,72.2,2020,3,3,1,1,0,0
356,22.0,2500.0,0,15.9,67.1,28.0,183.5,31408.0,2,1.0,176,550,172,68330,104.7,72.6,2017,2,1,0,1,0,0
357,17.0,3600.0,3,20.5,69.5,25.0,192.4,46653.0,1,2.0,283,179,260,75437,113.8,83.7,2018,3,3,0,0,0,0
358,22.0,2500.0,0,15.9,67.1,28.0,183.5,73685.0,2,1.0,176,795,172,68324,104.7,72.6,2017,2,1,0,1,0,0
360,27.0,1500.0,1,14.0,66.5,33.0,180.6,22881.0,1,1.0,190,207,179,72375,104.7,73.0,2017,2,1,0,1,0,0
361,16.0,3500.0,1,18.6,71.0,23.0,198.3,22782.0,2,2.0,290,276,255,67141,112.8,90.2,2017,2,1,0,0,1,0
363,25.0,2400.0,1,18.5,58.1,36.0,191.1,61985.0,1,3.0,185,35,178,69416,110.4,73.4,2017,3,3,1,1,0,0
364,22.0,2400.0,1,13.5,64.8,30.0,173.0,20157.0,1,1.0,180,673,175,74935,103.8,80.0,2018,0,2,0,1,0,0
365,26.0,1800.0,0,13.2,57.7,34.0,178.7,137774.0,0,5.0,132,1247,128,35353,102.4,69.3,2010,3,3,1,1,0,0
369,26.0,2500.0,1,14.8,67.3,33.0,179.3,38535.0,1,1.0,184,660,185,57581,106.3,72.4,2016,3,3,0,1,0,0
371,22.0,2000.0,4,17.4,64.5,28.0,183.3,58851.0,3,1.0,241,1738,273,69034,113.1,82.5,2017,4,4,0,1,0,0
372,15.0,5000.0,1,16.0,54.3,25.0,188.3,2494.0,2,1.0,435,4643,400,67986,107.1,81.9,2017,4,4,0,0,0,0
373,22.0,2000.0,1,15.1,66.3,30.0,178.1,107191.0,1,3.0,240,224,270,43459,105.9,81.8,2013,3,3,0,1,0,0
375,17.0,3600.0,0,22.0,69.9,24.0,203.7,62504.0,1,2.0,281,455,266,51748,118.9,78.5,2014,3,3,0,0,1,0
376,17.0,3600.0,0,20.0,67.9,25.0,202.8,129619.0,0,2.0,283,1101,260,44514,121.2,88.5,2013,3,3,0,0,0,0
377,21.0,2300.0,1,15.5,54.3,32.0,188.5,21567.0,2,1.0,330,30,350,86527,107.1,81.9,2020,4,4,0,1,0,0
378,21.0,3500.0,0,19.0,67.8,28.0,192.4,37290.0,1,2.0,260,3267,240,77011,111.2,75.4,2018,3,3,0,0,1,0
379,26.0,2400.0,1,14.0,66.1,32.0,180.6,36409.0,1,1.0,184,6,180,72370,104.7,73.0,2017,3,3,0,1,0,0
380,15.0,4000.0,1,21.1,70.1,19.0,208.1,294140.0,1,2.0,236,4362,266,42444,127.4,74.6,2012,0,2,0,0,1,0
381,22.0,2500.0,0,15.9,65.9,28.0,183.5,25110.0,2,1.0,176,66,172,74766,104.7,72.6,2018,2,1,0,1,0,0
382,14.0,5400.0,0,33.5,77.7,20.0,221.3,211900.0,1,2.0,310,638,365,35662,131.0,91.8,2010,1,0,0,0,0,0
385,28.0,2000.0,0,13.2,57.3,38.0,182.1,24311.0,1,1.0,152,1075,145,82762,105.1,79.4,2019,2,1,1,0,0,0
387,28.0,2500.0,0,16.2,56.7,39.0,192.9,29580.0,1,1.0,188,795,180,83904,111.2,72.9,2019,3,3,1,1,0,0
388,22.0,2400.0,1,13.5,64.8,30.0,173.0,33894.0,1,1.0,180,1595,175,73229,103.8,80.0,2017,0,2,0,1,0,0
389,24.0,2000.0,1,14.5,57.9,33.0,180.7,116656.0,0,2.0,144,1920,132,35345,103.9,69.1,2010,3,3,1,1,0,0
391,19.0,3600.0,3,18.5,57.5,30.0,197.9,20080.0,3,1.0,305,335,268,70177,116.2,85.8,2017,4,4,0,0,1,1
394,22.0,2500.0,1,15.9,68.7,28.0,181.9,102439.0,2,3.0,179,497,172,36042,104.7,73.0,2010,3,3,0,1,0,0
395,20.0,3500.0,0,19.0,67.8,28.0,192.8,5518.0,1,1.0,260,304,240,84560,111.2,75.4,2019,3,3,0,0,1,0
396,17.0,3500.0,0,18.6,70.4,24.0,197.1,73469.0,2,1.0,240,574,270,54708,112.6,90.2,2015,3,3,0,0,1,0
397,31.0,2000.0,1,12.4,55.7,40.0,182.3,12546.0,1,1.0,158,859,138,69379,106.3,70.8,2017,3,3,1,1,0,0
398,16.0,5300.0,1,26.0,73.9,23.0,230.0,64264.0,2,2.0,355,999,383,74391,143.5,80.0,2018,1,0,0,0,0,0
399,26.0,2500.0,0,16.4,57.1,35.0,191.5,52715.0,1,1.0,184,1505,185,70032,111.4,72.4,2017,3,3,1,1,0,0
400,17.0,2500.0,2,16.9,57.9,23.0,173.8,85198.0,2,2.0,305,2061,290,43285,103.3,68.5,2012,2,1,0,0,0,0
402,25.0,2000.0,3,11.6,55.7,32.0,151.9,16269.0,1,1.0,189,298,207,75173,98.2,76.1,2018,3,3,0,1,0,0
403,27.0,1800.0,1,13.2,57.3,36.0,182.6,99220.0,0,1.0,132,2530,128,59675,106.3,69.9,2016,3,3,1,1,0,0
404,21.0,2000.0,1,18.5,68.3,28.0,188.8,27384.0,1,1.0,250,374,280,77867,112.2,85.8,2019,2,1,0,1,0,1
405,24.0,2500.0,1,15.3,66.1,30.0,179.1,886.0,1,1.0,187,915,186,84154,106.2,83.3,2019,2,1,0,1,0,0
406,28.0,1800.0,0,13.2,57.3,35.0,183.1,39925.0,0,1.0,132,802,128,78891,106.3,69.9,2019,3,3,1,1,0,0
408,18.0,3500.0,0,19.2,70.1,24.0,191.1,29974.0,3,1.0,270,1529,248,59546,109.8,75.8,2016,2,1,0,0,1,0
409,25.0,1600.0,0,16.4,65.0,30.0,176.2,35480.0,1,1.0,175,1994,195,76674,105.1,72.8,2018,3,3,0,1,0,0
410,17.0,3600.0,1,21.0,65.7,24.0,190.3,80510.0,0,2.0,308,94,265,58135,110.5,75.2,2016,3,3,0,0,1,0
411,20.0,2400.0,1,18.8,66.3,28.0,185.5,36848.0,1,1.0,301,1270,272,67435,112.5,72.8,2017,2,1,0,1,0,0
412,22.0,2500.0,1,18.5,58.9,29.0,201.3,21905.0,1,1.0,305,440,264,79408,111.7,84.3,2019,3,3,1,1,0,0
413,26.0,1600.0,0,13.2,61.6,29.0,164.0,18095.0,1,1.0,175,1269,195,78064,102.4,70.9,2018,2,1,0,1,0,0
415,18.0,3600.0,4,19.0,69.9,28.0,203.8,45305.0,3,1.0,287,32,262,82289,121.6,90.4,2019,3,3,0,0,1,0
416,29.0,1500.0,1,14.8,57.1,35.0,192.2,12234.0,1,1.0,192,202,192,88937,111.4,73.3,2020,3,3,1,1,0,0
417,25.0,2500.0,0,14.5,67.5,32.0,182.3,29785.0,1,2.0,170,845,175,60474,106.5,72.4,2016,2,1,0,1,0,0
418,23.0,2000.0,1,15.7,66.3,30.0,178.1,16884.0,1,1.0,245,533,275,73867,105.9,81.8,2018,3,3,0,1,0,0
419,24.0,2000.0,4,15.6,65.4,28.0,182.3,20440.0,1,1.0,252,917,260,79076,107.3,72.4,2019,0,2,0,1,0,0
421,25.0,2500.0,0,14.5,68.4,32.0,184.5,61013.0,1,1.0,170,703,175,76530,106.5,72.4,2017,2,1,0,1,0,0
422,27.0,1500.0,0,13.0,57.6,37.0,193.8,53661.0,1,1.0,160,135,184,60196,111.4,73.0,2016,3,3,1,1,0,0
423,22.0,2400.0,1,15.3,64.7,30.0,178.3,95304.0,1,2.0,185,1062,163,45487,103.1,71.6,2013,2,1,0,1,0,0
424,20.0,2000.0,0,15.7,66.3,27.0,178.1,35996.0,1,1.0,245,470,275,66218,105.9,81.8,2017,2,1,0,1,0,0
426,18.0,3500.0,1,21.0,72.7,25.0,191.4,107795.0,2,2.0,250,291,253,46993,109.2,78.5,2013,3,3,0,0,1,0
427,18.0,3600.0,4,18.0,56.0,27.0,188.5,136508.0,0,2.0,304,843,273,37902,113.4,74.1,2011,4,4,0,0,1,0
428,28.0,2000.0,0,14.0,56.5,37.0,181.9,38444.0,0,1.0,147,22,132,83524,106.3,70.9,2019,3,3,1,1,0,0
430,22.0,2000.0,1,16.5,58.2,34.0,191.7,57295.0,0,1.0,240,1429,270,57569,112.2,83.5,2016,3,3,1,1,0,0
432,16.0,4300.0,3,22.0,57.7,23.0,197.4,118500.0,0,2.0,290,220,320,16054,115.2,72.0,2004,4,4,1,0,0,0
433,26.0,2500.0,2,15.9,68.2,32.0,181.5,64993.0,1,1.0,170,14,174,75064,103.9,80.5,2018,2,1,0,0,0,0
434,19.0,3500.0,1,21.0,68.4,27.0,202.9,36320.0,1,1.0,248,965,250,72883,118.1,91.5,2017,3,3,0,0,1,0
435,16.0,6200.0,4,18.0,49.1,26.0,174.6,37115.0,1,1.0,430,2602,424,37942,105.7,72.6,2011,4,4,0,0,0,0
436,18.0,3500.0,0,19.2,67.7,24.0,187.8,131227.0,1,3.0,275,1034,257,35276,107.9,74.2,2010,2,1,0,0,1,0
437,18.0,3600.0,3,18.5,58.5,27.0,198.4,10328.0,3,1.0,300,77,264,75317,120.2,75.0,2018,2,1,1,0,1,0
438,18.0,3600.0,0,19.0,66.0,25.0,193.6,39343.0,2,1.0,310,1520,271,67022,112.5,75.4,2017,3,3,0,0,1,0
439,20.0,2000.0,1,19.2,68.6,28.0,188.1,28800.0,1,1.0,280,2784,250,57718,112.2,85.8,2016,2,1,0,1,0,0
440,19.0,3500.0,1,18.0,67.0,27.0,184.2,170179.0,1,2.0,240,606,270,41722,111.2,87.5,2012,3,3,0,0,1,0
442,24.0,2500.0,0,17.0,57.9,33.0,190.9,25378.0,1,1.0,178,554,170,68151,109.3,71.7,2017,3,3,1,1,0,0
444,17.0,3500.0,1,18.6,70.0,24.0,198.3,33331.0,2,1.0,290,129,255,73385,112.8,90.2,2018,3,3,0,0,1,0
445,24.0,2500.0,0,17.0,57.9,33.0,190.9,21648.0,1,1.0,178,3,170,68150,109.3,71.7,2017,3,3,1,1,0,0
447,23.0,2500.0,0,15.9,67.1,29.0,183.5,19382.0,2,1.0,176,1058,172,74767,104.7,72.6,2018,3,3,0,1,0,0
448,27.0,2000.0,1,11.9,60.9,32.0,168.3,36180.0,1,1.0,146,1075,146,75862,101.2,69.6,2018,2,1,0,1,0,0
449,15.0,3600.0,4,22.0,70.4,22.0,200.8,33691.0,2,1.0,281,1556,266,68639,118.9,78.9,2017,2,1,0,0,1,0
450,24.0,2000.0,0,14.0,57.7,32.0,170.9,26589.0,1,1.0,161,897,150,73646,104.3,70.7,2018,3,3,0,1,0,0
453,24.0,2500.0,2,18.5,59.3,32.0,187.2,100685.0,1,3.0,173,777,174,44081,108.3,71.7,2013,2,1,1,0,0,0
454,29.0,1500.0,0,15.8,57.9,36.0,194.2,12305.0,1,1.0,160,676,184,85496,111.4,73.0,2020,3,3,1,1,0,0
455,19.0,3600.0,4,19.4,66.0,27.0,189.5,44102.0,3,1.0,310,32,271,65898,112.5,75.0,2017,3,3,0,0,1,1
456,19.0,3500.0,1,16.0,65.0,27.0,184.4,47158.0,3,1.0,279,2193,252,67330,105.7,73.7,2017,2,1,0,0,1,0
457,18.0,3600.0,0,19.0,69.9,28.0,203.8,27440.0,3,1.0,287,454,262,82290,121.6,90.4,2019,3,3,0,0,1,0
458,23.0,2400.0,1,15.3,64.7,31.0,178.3,74096.0,1,2.0,185,306,163,52991,103.1,71.6,2014,3,3,0,1,0,0
459,19.0,3500.0,1,20.0,70.7,27.0,200.6,32047.0,1,1.0,296,828,263,80319,119.3,78.1,2019,3,3,0,0,1,0
460,22.0,2000.0,1,15.9,65.7,31.0,182.0,34201.0,1,1.0,271,500,239,77883,106.2,73.2,2019,3,3,0,1,0,0
462,26.0,2500.0,2,14.5,67.5,33.0,182.3,56335.0,1,3.0,170,1734,175,60471,106.5,72.4,2016,3,3,0,1,0,0
463,20.0,2000.0,0,18.3,68.6,30.0,188.1,34798.0,1,1.0,245,445,275,57725,112.2,85.8,2016,3,3,0,1,0,0
465,21.0,2400.0,4,18.8,66.3,31.0,185.5,48738.0,1,2.0,301,806,272,67439,112.5,72.8,2017,3,3,0,1,0,0
466,19.0,3500.0,0,19.2,70.1,26.0,192.5,56066.0,3,1.0,295,161,263,67359,109.8,75.8,2017,2,1,0,0,1,1
468,26.0,1400.0,1,15.6,58.1,38.0,181.0,150139.0,0,2.0,138,0,148,45496,105.7,70.7,2013,3,3,1,1,0,0
469,17.0,3600.0,0,21.0,70.6,24.0,212.7,46821.0,3,2.0,181,174,369,58418,128.3,83.9,2016,0,2,0,0,1,0
470,15.0,3600.0,1,22.0,69.9,22.0,203.7,38832.0,1,1.0,281,346,266,67371,118.9,78.5,2017,2,1,0,0,1,0
471,22.0,2000.0,1,15.1,66.3,30.0,178.1,33112.0,1,1.0,240,29,270,51334,105.9,81.8,2014,2,1,0,1,0,0
472,25.0,2500.0,2,14.5,68.5,32.0,184.5,33751.0,1,1.0,170,208,175,83702,106.5,72.4,2019,2,1,0,1,0,0
473,21.0,3000.0,1,16.6,55.7,30.0,183.9,37106.0,2,1.0,340,454,332,65987,111.6,81.7,2017,4,4,1,0,1,1
476,24.0,2400.0,0,18.5,57.7,35.0,191.1,28842.0,1,1.0,185,339,178,57983,110.4,73.2,2016,3,3,1,1,0,0
477,21.0,2000.0,1,15.4,66.3,28.0,178.1,57881.0,1,2.0,240,789,270,55392,105.9,81.8,2015,2,1,0,1,0,0
478,17.0,3600.0,4,20.0,59.4,26.0,200.9,37997.0,3,1.0,304,246,264,75286,111.7,72.9,2018,2,1,1,0,1,0
479,17.0,3600.0,1,24.6,69.4,24.0,189.8,78287.0,2,3.0,290,2888,260,55150,114.8,84.8,2015,0,2,0,0,1,1
480,20.0,3300.0,0,23.0,75.3,25.0,231.9,42962.0,2,1.0,395,3850,400,73358,145.0,96.8,2018,1,0,0,0,0,0
481,18.0,3600.0,1,19.0,69.9,28.0,203.6,48201.0,3,3.0,287,52,262,73744,121.6,90.4,2017,3,3,0,0,1,0
482,16.0,3500.0,1,18.6,71.0,23.0,198.3,37239.0,2,1.0,290,2420,255,67141,112.8,90.2,2017,2,1,0,0,1,0
484,16.0,3600.0,2,22.0,69.9,23.0,200.7,176120.0,2,2.0,288,1663,270,38456,118.9,78.2,2011,2,1,0,0,1,0
486,18.0,3500.0,1,19.0,67.0,25.0,184.2,94056.0,1,2.0,285,1641,253,43487,111.2,87.5,2013,2,1,0,0,1,0
487,21.0,3500.0,0,19.0,67.8,28.0,192.4,18256.0,1,1.0,260,2434,240,73278,111.2,75.4,2017,3,3,0,0,1,0
489,23.0,2400.0,1,15.3,64.7,31.0,178.3,160511.0,1,1.0,185,379,163,52997,103.1,71.6,2014,3,3,0,1,0,0
490,25.0,1600.0,4,11.8,61.8,30.0,162.4,48113.0,0,2.0,188,486,177,47002,99.6,69.5,2013,2,1,0,1,0,0
493,25.0,2500.0,1,17.0,57.9,35.0,190.9,33119.0,1,1.0,178,62,170,56819,109.3,71.7,2015,3,3,1,1,0,0
494,18.0,3600.0,4,18.5,59.2,27.0,198.6,34903.0,2,1.0,300,1386,264,75306,120.2,75.0,2018,2,1,1,0,1,1
495,22.0,2000.0,4,16.0,54.8,30.0,183.6,24333.0,2,1.0,272,989,295,67753,109.3,72.5,2017,2,1,0,1,0,1
496,25.0,2500.0,0,18.5,59.0,34.0,188.8,46811.0,1,1.0,175,306,174,68623,108.3,81.3,2017,2,1,1,0,0,0
497,18.0,3600.0,0,24.6,69.3,25.0,189.8,41005.0,2,2.0,295,594,260,75215,114.8,84.8,2018,0,2,0,0,1,1
499,31.0,2000.0,1,12.4,55.7,40.0,182.3,17599.0,1,1.0,158,982,138,69380,106.3,70.8,2017,3,3,1,1,0,0
500,18.0,3300.0,1,21.1,68.5,24.0,201.4,64371.0,1,2.0,276,1655,248,56946,120.5,89.3,2015,3,3,0,0,1,0
501,21.0,2000.0,2,16.8,67.1,26.0,174.5,81000.0,1,2.0,200,255,207,44849,102.5,71.2,2013,3,3,0,1,0,0
502,29.0,1500.0,1,14.8,57.1,35.0,192.2,17806.0,1,1.0,192,1021,192,75510,111.4,73.3,2018,3,3,1,1,0,0
503,24.0,2000.0,0,14.5,63.3,30.0,172.4,26007.0,1,1.0,141,1801,147,73220,104.2,72.3,2017,2,1,0,1,0,0
504,17.0,3600.0,1,24.6,69.4,24.0,189.8,68753.0,2,1.0,290,533,260,54053,114.8,84.8,2014,0,2,0,0,1,0
